anchor_id,tag
406,pat_topic::greedy::exchange-argument
406,pat_ds::array::greedy::exchange-argument
407,pat_ds::matrices::two-pointers::tp-area-greedy
408,pat_ds::string::two-pointers::tp-merge-walk
408,pat_group::word-process
409,pat_ds::string::hash::freq-counter
409,pat_group::palindrome
410,pat_topic::binary-search::bs-on-answer-compound
410,pat_ds::array::binary-search::bs-on-answer-compound
410,pat_group::partition
410,pat_group::partition::subarray-binary-search
410,pat_topic::dp::dp-linear-partition
410,pat_ds::array::dp::dp-linear-partition
410,pat_group::partition::partition-dp
411,pat_ds::string::backtrack::partition-on-string
411,pat_group::word-process
413,pat_ds::array::dp::dp-1d-linear
415,pat_ds::string::two-pointers::tp-converging
416,pat_topic::dp::knapsack-01
416,pat_ds::array::dp::knapsack-01
416,pat_group::sum
416,pat_group::subset-selection
417,pat_topic::dfs::dfs-template
417,pat_ds::matrices::dfs::dfs-template
418,pat_ds::array::greedy::running-extreme
421,pat_topic::trie-topic::trie-xor-max
421,pat_ds::array::trie-topic::trie-xor-max
422,pat_group::word-process
422,pat_group::simulation
422,pat_group::simulation::board-validate
424,pat_ds::string::sliding-window::sw-shrink-violation
427,pat_ds::tree::dfs::dfs-template
428,pat_ds::tree::core::serialize-tree
431,pat_ds::tree::dfs::dfs-template
432,pat_ds::linked-list::core::dll-cache-design
433,pat_ds::string::core::word-ladder-bfs
433,pat_topic::bfs::bfs-shortest-unweighted
433,pat_ds::string::bfs::bfs-shortest-unweighted
433,pat_ds::graph::core::bfs
433,pat_group::shortest-path
433,pat_group::shortest-path::bfs
435,pat_ds::array::greedy::greedy-end-sorted
435,pat_ds::array::interval::interval-sort-end-greedy
435,pat_topic::interval::interval-sort-end-greedy
435,pat_group::min-change
436,pat_ds::array::binary-search::bs-textbook
437,pat_ds::tree::core::path-sum-dfs
437,pat_group::sum
438,pat_ds::string::core::anagram-keying
438,pat_ds::string::core::minimum-window
438,pat_topic::sliding-window::sw-fixed
438,pat_ds::string::sliding-window::sw-fixed
438,pat_group::anagram
439,pat_ds::string::stack-topic::expression-eval
439,pat_group::expression
442,pat_ds::array::core::index-as-hash
443,pat_ds::string::core::in-place-read-write
444,pat_ds::graph::core::topo-sort
444,pat_topic::topo-sort::kahn-bfs
444,pat_ds::graph::topo-sort::kahn-bfs
445,pat_ds::linked-list::core::list-digit-arithmetic
448,pat_ds::array::core::index-as-hash
449,pat_ds::tree::core::serialize-tree
450,pat_ds::bst::core::bst-insert-delete
450,pat_ds::bst::dfs::dfs-tree-mutate
451,pat_topic::sorting::bucket-sort-freq
451,pat_ds::string::sorting::bucket-sort-freq
452,pat_ds::array::greedy::greedy-end-sorted
456,pat_ds::array::stack-topic::monotonic-stack
459,pat_ds::string::core::string-match-kmp
459,pat_group::pattern-matching
460,pat_ds::linked-list::core::dll-cache-design
461,pat_topic::bits::kernighan-popcount
461,pat_ds::array::bits::kernighan-popcount
463,pat_ds::matrices::core::mat-grid-dfs-bfs
463,pat_topic::dfs::dfs-grid-flood
463,pat_ds::matrices::dfs::dfs-grid-flood
470,pat_topic::math::rejection-sampling
474,pat_topic::dp::knapsack-01
474,pat_ds::string::dp::knapsack-01
480,pat_topic::heap::two-heap-median
480,pat_ds::array::heap::two-heap-median
480,pat_group::stream
480,pat_group::stream::two-heap-median
484,pat_ds::array::core::in-place-read-write
487,pat_ds::array::sliding-window::sw-shrink-violation
489,pat_ds::graph::dfs::dfs-motion-undo
490,pat_ds::matrices::dfs::dfs-template
491,pat_topic::backtrack::subset-combination
491,pat_ds::array::backtrack::subset-combination
491,pat_ds::array::dp::dp-lis
491,pat_group::subsequence
493,pat_topic::sorting::merge-sort-counting
493,pat_ds::array::sorting::merge-sort-counting
494,pat_topic::dp::knapsack-01
494,pat_ds::array::dp::knapsack-01
494,pat_group::sum
494,pat_group::subset-selection
496,pat_topic::stack-topic::monotonic-stack
496,pat_ds::array::stack-topic::monotonic-stack
499,pat_ds::matrices::heap::dijkstra
499,pat_ds::graph::core::dijkstra
499,pat_group::shortest-path
499,pat_group::shortest-path::dijkstra
502,pat_ds::array::heap::event-driven-scheduling
503,pat_topic::stack-topic::monotonic-stack
503,pat_ds::array::stack-topic::monotonic-stack
505,pat_ds::matrices::heap::dijkstra
505,pat_ds::graph::core::dijkstra
505,pat_group::shortest-path
505,pat_group::shortest-path::dijkstra
509,pat_topic::dp::rolling-state-fixed-window
515,pat_topic::bfs::bfs-level-order
515,pat_ds::tree::bfs::bfs-level-order
518,pat_topic::dp::knapsack-unbounded
518,pat_ds::array::dp::knapsack-unbounded
523,pat_ds::array::core::prefix-sum-hashmap
523,pat_topic::prefix-sum::ps-hashmap
523,pat_ds::array::prefix-sum::ps-hashmap
523,pat_group::sum
525,pat_ds::array::core::prefix-sum-hashmap
525,pat_topic::prefix-sum::ps-hashmap
525,pat_ds::array::prefix-sum::ps-hashmap
526,pat_topic::dp::bitmask-dp
526,pat_ds::array::dp::bitmask-dp
526,pat_topic::backtrack::permutation
526,pat_ds::array::backtrack::permutation
528,pat_ds::array::math::sum-formulas
530,pat_ds::bst::core::inorder-bst
531,pat_ds::matrices::core::mat-grid-dfs-bfs
540,pat_ds::array::binary-search::bs-textbook
542,pat_topic::bfs::bfs-multi-source
542,pat_ds::matrices::bfs::bfs-multi-source
542,pat_ds::graph::core::bfs
542,pat_topic::dp::dp-grid-two-pass
542,pat_ds::matrices::dp::dp-grid-two-pass
542,pat_group::shortest-path
542,pat_group::shortest-path::bfs
543,pat_ds::tree::core::post-order-depth
543,pat_topic::dp::tree-dp
543,pat_ds::tree::dp::tree-dp
543,pat_topic::dfs::dfs-tree-orders
543,pat_ds::tree::dfs::dfs-tree-orders
543,pat_ds::tree::core::lp-tree
543,pat_group::longest-path
543,pat_group::longest-path::lp-tree
545,pat_ds::tree::dfs::dfs-tree-orders
547,pat_ds::graph::core::cc-dfs-uf
547,pat_topic::dfs::dfs-template
547,pat_ds::graph::dfs::dfs-template
547,pat_topic::union-find::uf-basic
547,pat_ds::graph::union-find::uf-basic
549,pat_ds::tree::dp::tree-dp
556,pat_ds::array::backtrack::next-permutation-algo
559,pat_ds::tree::core::post-order-depth
560,pat_ds::array::core::prefix-sum-hashmap
560,pat_topic::hash::complement-lookup
560,pat_ds::array::hash::complement-lookup
560,pat_topic::prefix-sum::ps-hashmap
560,pat_ds::array::prefix-sum::ps-hashmap
560,pat_group::sum
563,pat_ds::tree::core::post-order-depth
567,pat_ds::string::core::minimum-window
567,pat_topic::hash::freq-counter
567,pat_ds::string::hash::freq-counter
567,pat_topic::sliding-window::sw-fixed
567,pat_ds::string::sliding-window::sw-fixed
572,pat_ds::tree::core::serialize-tree
572,pat_ds::tree::dfs::dfs-parallel-trees
581,pat_ds::array::stack-topic::monotonic-stack
582,pat_ds::graph::dfs::dfs-template
583,pat_ds::string::core::edit-distance-dp
583,pat_topic::dp::dp-2-strings
583,pat_ds::string::dp::dp-2-strings
583,pat_group::subsequence
588,pat_ds::trie::core::trie-basic
589,pat_ds::tree::dfs::dfs-iterative-stack
604,pat_group::design
604,pat_group::design::lazy-decode-iterator
605,pat_ds::array::greedy::running-extreme
611,pat_ds::array::two-pointers::tp-count-pairs
616,pat_ds::string::greedy::sort-and-sweep
617,pat_ds::tree::dfs::dfs-parallel-trees
621,pat_topic::heap::event-driven-scheduling
621,pat_ds::array::heap::event-driven-scheduling
621,pat_group::scheduling
622,pat_ds::queue::core::queue-from-stacks
624,pat_ds::array::core::in-place-read-write
632,pat_topic::heap::k-way-merge
632,pat_ds::array::heap::k-way-merge
637,pat_ds::tree::bfs::bfs-level-order
641,pat_ds::queue::core::queue-from-stacks
642,pat_topic::trie-topic::trie-autocomplete
642,pat_ds::string::trie-topic::trie-autocomplete
643,pat_topic::sliding-window::sw-fixed
643,pat_ds::array::sliding-window::sw-fixed
644,pat_ds::array::binary-search::bs-on-answer
646,pat_ds::array::greedy::greedy-end-sorted
646,pat_group::subsequence
647,pat_ds::string::core::expand-around-center
647,pat_group::palindrome
648,pat_topic::trie-topic::trie-autocomplete
648,pat_ds::string::trie-topic::trie-autocomplete
648,pat_group::word-process
649,pat_ds::queue::core::round-robin-elim
651,pat_ds::array::dp::dp-lis
652,pat_ds::tree::core::serialize-tree
653,pat_ds::array::core::two-sum-hash
653,pat_topic::hash::complement-lookup
653,pat_ds::bst::hash::complement-lookup
653,pat_group::sum
658,pat_ds::array::two-pointers::tp-k-sum
662,pat_ds::tree::bfs::bfs-position-tracked
669,pat_ds::bst::core::bst-insert-delete
669,pat_ds::bst::dfs::dfs-tree-mutate
670,pat_ds::array::backtrack::next-permutation-algo
673,pat_ds::array::dp::dp-lis
673,pat_group::subsequence
676,pat_ds::trie::core::trie-wildcard
676,pat_group::pattern-matching
680,pat_ds::string::core::palindrome-two-ptr
680,pat_topic::two-pointers::tp-converging
680,pat_ds::string::two-pointers::tp-converging
680,pat_group::palindrome
684,pat_topic::union-find::uf-basic
684,pat_ds::graph::union-find::uf-basic
685,pat_topic::union-find::uf-basic
685,pat_ds::graph::union-find::uf-basic
686,pat_ds::string::core::string-match-kmp
686,pat_group::pattern-matching
687,pat_ds::tree::core::post-order-depth
687,pat_ds::tree::core::lp-tree
687,pat_group::longest-path
687,pat_group::longest-path::lp-tree
692,pat_topic::heap::top-k
692,pat_ds::string::heap::top-k
692,pat_topic::sorting::bucket-sort-freq
692,pat_ds::string::sorting::bucket-sort-freq
692,pat_group::word-process
694,pat_ds::matrices::core::mat-grid-dfs-bfs
695,pat_ds::graph::core::cc-dfs-uf
695,pat_ds::matrices::core::mat-grid-dfs-bfs
695,pat_topic::dfs::dfs-grid-flood
695,pat_ds::matrices::dfs::dfs-grid-flood
698,pat_topic::dp::bitmask-dp
698,pat_ds::array::dp::bitmask-dp
698,pat_group::sum
698,pat_group::subset-selection
700,pat_ds::bst::core::bst-insert-delete
701,pat_ds::bst::core::bst-insert-delete
703,pat_topic::heap::top-k
703,pat_ds::array::heap::top-k
703,pat_group::stream
703,pat_group::stream::bounded-heap
704,pat_topic::binary-search::bs-textbook
704,pat_ds::array::binary-search::bs-textbook
705,pat_ds::trie::core::trie-basic
706,pat_ds::trie::core::trie-basic
708,pat_ds::linked-list::core::dummy-head-merge
710,pat_ds::array::binary-search::bs-textbook
714,pat_topic::dp::state-machine-dp
714,pat_ds::array::dp::state-machine-dp
714,pat_group::buy-sell
715,pat_ds::array::core::ordered-interval-merge
715,pat_group::design
716,pat_ds::stack::core::min-stack-design
719,pat_topic::binary-search::bs-on-answer-compound
719,pat_ds::array::binary-search::bs-on-answer-compound
721,pat_ds::graph::union-find::uf-with-size
723,pat_ds::matrices::core::mat-set-zeros
724,pat_topic::prefix-sum::ps-1d
724,pat_ds::array::prefix-sum::ps-1d
726,pat_topic::stack-topic::decode-string
726,pat_ds::string::stack-topic::decode-string
726,pat_group::expression
727,pat_ds::string::dp::dp-2-strings
727,pat_group::subsequence
728,pat_topic::math::sum-formulas
728,pat_ds::array::math::sum-formulas
729,pat_ds::array::greedy::sort-and-sweep
733,pat_ds::matrices::core::mat-grid-dfs-bfs
733,pat_topic::dfs::dfs-grid-flood
733,pat_ds::matrices::dfs::dfs-grid-flood
734,pat_ds::array::hash::freq-counter
735,pat_ds::stack::core::validate-stack-seq
736,pat_topic::stack-topic::decode-string
736,pat_ds::string::stack-topic::decode-string
736,pat_group::expression
737,pat_ds::graph::union-find::uf-with-size
739,pat_topic::stack-topic::monotonic-stack
739,pat_ds::array::stack-topic::monotonic-stack
743,pat_topic::heap::dijkstra
743,pat_ds::graph::heap::dijkstra
743,pat_ds::graph::core::dijkstra
743,pat_group::shortest-path
743,pat_group::shortest-path::dijkstra
744,pat_topic::binary-search::bs-textbook
744,pat_ds::array::binary-search::bs-textbook
745,pat_ds::trie::core::trie-wildcard
745,pat_group::pattern-matching
746,pat_topic::dp::rolling-state-fixed-window
750,pat_ds::matrices::core::mat-grid-dfs-bfs
752,pat_ds::string::core::word-ladder-bfs
752,pat_topic::bfs::bfs-shortest-unweighted
752,pat_ds::string::bfs::bfs-shortest-unweighted
752,pat_topic::bfs::bfs-bidirectional
752,pat_ds::string::bfs::bfs-bidirectional
752,pat_ds::graph::core::bfs
752,pat_ds::array::bfs::bfs-encoded-state
752,pat_group::shortest-path
752,pat_group::shortest-path::bfs
753,pat_ds::graph::core::euler-tour
758,pat_ds::string::greedy::sort-and-sweep
758,pat_group::word-process
759,pat_topic::greedy::sort-and-sweep
759,pat_ds::array::greedy::sort-and-sweep
759,pat_ds::array::interval::interval-sort-start-merge
759,pat_topic::interval::interval-sort-start-merge
760,pat_ds::array::hash::freq-counter
760,pat_group::anagram
763,pat_ds::string::greedy::sort-and-sweep
766,pat_ds::matrices::core::mat-grid-dfs-bfs
767,pat_ds::string::heap::top-k
772,pat_topic::stack-topic::expression-eval
772,pat_ds::string::stack-topic::expression-eval
772,pat_group::expression
773,pat_ds::matrices::bfs::bfs-encoded-state
778,pat_topic::heap::dijkstra
778,pat_ds::matrices::heap::dijkstra
778,pat_ds::graph::core::dijkstra
778,pat_group::shortest-path
778,pat_group::shortest-path::dijkstra
783,pat_ds::bst::core::inorder-bst
784,pat_ds::string::backtrack::combinatorial-product
785,pat_ds::graph::core::bipartite
787,pat_topic::heap::dijkstra
787,pat_ds::graph::heap::dijkstra
787,pat_ds::graph::core::dijkstra
787,pat_ds::graph::core::bellman-ford
787,pat_group::shortest-path
787,pat_group::shortest-path::dijkstra
787,pat_group::shortest-path::bellman-ford
788,pat_ds::array::dp::dp-1d-linear
790,pat_ds::array::dp::state-machine-dp
792,pat_ds::string::two-pointers::tp-merge-walk
792,pat_group::subsequence
794,pat_group::simulation
794,pat_group::simulation::board-validate
796,pat_ds::string::core::string-match-kmp
796,pat_group::pattern-matching
802,pat_ds::graph::core::topo-sort
802,pat_ds::graph::core::cycle-3color
802,pat_ds::graph::core::ancestor-reachability
802,pat_topic::topo-sort::dfs-cycle-detect
802,pat_ds::graph::topo-sort::dfs-cycle-detect
803,pat_topic::union-find::uf-reverse-time
803,pat_ds::matrices::union-find::uf-reverse-time
809,pat_ds::string::two-pointers::tp-merge-walk
809,pat_group::word-process
814,pat_ds::tree::dfs::dfs-tree-mutate
815,pat_ds::graph::bfs::bfs-shortest-unweighted
815,pat_ds::graph::core::bfs
815,pat_group::shortest-path
815,pat_group::shortest-path::bfs
819,pat_ds::string::hash::freq-counter
819,pat_group::word-process
821,pat_ds::array::two-pointers::tp-merge-walk
825,pat_ds::array::sorting::bucket-sort-freq
828,pat_ds::string::core::in-place-read-write
833,pat_ds::string::greedy::sort-and-sweep
836,pat_ds::matrices::core::mat-grid-dfs-bfs
837,pat_topic::dp::rolling-state-variable-window
837,pat_ds::array::dp::rolling-state-variable-window
841,pat_ds::graph::dfs::dfs-template
843,pat_ds::string::backtrack::partition-on-string
843,pat_group::word-process
844,pat_ds::string::stack-topic::parens-rewrite
847,pat_topic::dp::bitmask-dp
847,pat_ds::graph::dp::bitmask-dp
849,pat_ds::array::two-pointers::tp-fast-slow
851,pat_ds::graph::core::ancestor-reachability
852,pat_topic::binary-search::bs-rotated
852,pat_ds::array::binary-search::bs-rotated
855,pat_ds::array::greedy::sort-and-sweep
862,pat_topic::deque-topic::monotonic-deque
862,pat_ds::array::deque-topic::monotonic-deque
862,pat_group::sum
864,pat_ds::matrices::bfs::bfs-state-augmented
870,pat_topic::greedy::exchange-argument
870,pat_ds::array::greedy::exchange-argument
872,pat_ds::tree::dfs::dfs-parallel-trees
875,pat_topic::binary-search::bs-textbook
875,pat_ds::array::binary-search::bs-textbook
875,pat_topic::binary-search::bs-on-answer
875,pat_ds::array::binary-search::bs-on-answer
876,pat_ds::linked-list::core::slow-fast-middle
876,pat_topic::two-pointers::tp-fast-slow
876,pat_ds::linked-list::two-pointers::tp-fast-slow
877,pat_ds::array::dp::minimax-game-dp
879,pat_topic::dp::knapsack-01
879,pat_ds::array::dp::knapsack-01
881,pat_topic::greedy::exchange-argument
881,pat_ds::array::greedy::exchange-argument
885,pat_ds::matrices::core::mat-spiral
886,pat_ds::graph::core::bipartite
889,pat_ds::tree::core::construct-from-traversals
890,pat_group::pattern-matching
890,pat_ds::string::hash::bijection-map
895,pat_ds::stack::core::min-stack-design
901,pat_ds::stack::core::validate-stack-seq
901,pat_topic::stack-topic::monotonic-stack
901,pat_ds::array::stack-topic::monotonic-stack
904,pat_ds::array::sliding-window::sw-distinct-count
907,pat_topic::stack-topic::monotonic-stack-2pass
907,pat_ds::array::stack-topic::monotonic-stack-2pass
907,pat_ds::array::stack-topic::monotonic-stack-spans
909,pat_ds::matrices::bfs::bfs-shortest-unweighted
909,pat_ds::graph::core::bfs
909,pat_group::shortest-path
909,pat_group::shortest-path::bfs
914,pat_topic::math::gcd-lcm
914,pat_ds::array::math::gcd-lcm
917,pat_ds::string::two-pointers::tp-converging
918,pat_ds::array::core::kadane
918,pat_topic::deque-topic::monotonic-deque
918,pat_ds::array::deque-topic::monotonic-deque
918,pat_topic::deque-topic::deque-window-constraint
918,pat_ds::array::deque-topic::deque-window-constraint
918,pat_group::sum
919,pat_ds::tree::bfs::bfs-position-tracked
921,pat_topic::stack-topic::bracket-match
921,pat_ds::string::stack-topic::bracket-match
921,pat_group::parenthesis
921,pat_group::parenthesis::balance-counter
923,pat_ds::array::two-pointers::tp-k-sum
923,pat_group::sum
924,pat_ds::graph::union-find::uf-with-size
930,pat_topic::sliding-window::sw-at-most-k
930,pat_ds::array::sliding-window::sw-at-most-k
930,pat_group::sum
931,pat_topic::dp::dp-2d-grid
931,pat_ds::matrices::dp::dp-2d-grid
933,pat_ds::queue::core::moving-average-stream
934,pat_topic::bfs::bfs-zero-one
934,pat_ds::matrices::bfs::bfs-zero-one
934,pat_ds::graph::core::zero-one-bfs
934,pat_group::shortest-path
934,pat_group::shortest-path::zero-one-bfs
938,pat_ds::bst::core::bst-insert-delete
943,pat_topic::dp::bitmask-dp
943,pat_ds::string::dp::bitmask-dp
945,pat_ds::array::greedy::sort-and-sweep
945,pat_group::min-change
946,pat_ds::stack::core::validate-stack-seq
947,pat_ds::graph::union-find::uf-with-size
948,pat_ds::array::greedy::sort-and-sweep
951,pat_ds::tree::dfs::dfs-parallel-trees
952,pat_topic::union-find::uf-with-size
952,pat_ds::array::union-find::uf-with-size
953,pat_ds::string::core::custom-order-compare
958,pat_ds::tree::bfs::bfs-position-tracked
968,pat_topic::dp::tree-dp
968,pat_ds::tree::dp::tree-dp
973,pat_topic::heap::top-k
973,pat_ds::array::heap::top-k
973,pat_topic::sorting::quickselect
973,pat_ds::array::sorting::quickselect
974,pat_ds::array::core::prefix-sum-hashmap
974,pat_topic::hash::complement-lookup
974,pat_ds::array::hash::complement-lookup
974,pat_topic::prefix-sum::ps-hashmap
974,pat_ds::array::prefix-sum::ps-hashmap
974,pat_group::sum
977,pat_ds::array::two-pointers::tp-converging
980,pat_topic::backtrack::word-search-dfs
980,pat_ds::matrices::backtrack::word-search-dfs
981,pat_ds::array::binary-search::bs-textbook
983,pat_topic::dp::knapsack-unbounded
983,pat_ds::array::dp::knapsack-unbounded
987,pat_ds::tree::bfs::bfs-position-tracked
988,pat_ds::tree::dfs::dfs-tree-orders
990,pat_topic::union-find::uf-with-size
990,pat_ds::graph::union-find::uf-with-size
992,pat_topic::sliding-window::sw-at-most-k
992,pat_ds::array::sliding-window::sw-at-most-k
994,pat_topic::bfs::bfs-multi-source
994,pat_ds::matrices::bfs::bfs-multi-source
994,pat_ds::graph::core::bfs
994,pat_group::shortest-path
994,pat_group::shortest-path::bfs
1004,pat_ds::array::sliding-window::sw-distinct-count
1006,pat_topic::stack-topic::expression-eval
1006,pat_ds::array::stack-topic::expression-eval
1011,pat_topic::binary-search::bs-on-answer-compound
1011,pat_ds::array::binary-search::bs-on-answer-compound
1011,pat_group::partition
1011,pat_group::partition::subarray-binary-search
1019,pat_topic::stack-topic::monotonic-stack
1019,pat_ds::linked-list::stack-topic::monotonic-stack
1023,pat_ds::string::two-pointers::tp-merge-walk
1023,pat_group::pattern-matching
1024,pat_ds::array::greedy::sort-and-sweep
1029,pat_topic::greedy::exchange-argument
1029,pat_ds::array::greedy::exchange-argument
1029,pat_group::scheduling
1044,pat_ds::string::core::rolling-hash
1044,pat_topic::binary-search::bs-on-answer
1044,pat_ds::string::binary-search::bs-on-answer
1047,pat_topic::stack-topic::parens-rewrite
1047,pat_ds::string::stack-topic::parens-rewrite
1048,pat_ds::array::dp::dp-lis
1048,pat_group::subsequence
1049,pat_topic::dp::knapsack-01
1049,pat_ds::array::dp::knapsack-01
1055,pat_ds::string::two-pointers::tp-merge-walk
1056,pat_topic::math::digit-number-construct
1057,pat_ds::array::sorting::bucket-sort-freq
1059,pat_ds::graph::core::cycle-3color
1059,pat_topic::topo-sort::dfs-cycle-detect
1059,pat_ds::graph::topo-sort::dfs-cycle-detect
1060,pat_ds::array::binary-search::bs-textbook
1062,pat_ds::string::binary-search::bs-on-answer
1071,pat_topic::math::gcd-lcm
1071,pat_ds::string::math::gcd-lcm
1086,pat_ds::array::heap::top-k
1087,pat_ds::string::backtrack::combinatorial-product
1091,pat_topic::bfs::bfs-shortest-unweighted
1091,pat_ds::matrices::bfs::bfs-shortest-unweighted
1091,pat_ds::graph::core::bfs
1091,pat_group::shortest-path
1091,pat_group::shortest-path::bfs
1099,pat_ds::array::two-pointers::tp-k-sum
1099,pat_ds::array::two-pointers::tp-count-pairs
1099,pat_group::sum
1100,pat_ds::string::sliding-window::sw-distinct-count
1101,pat_topic::union-find::uf-with-size
1101,pat_ds::array::union-find::uf-with-size
1102,pat_ds::matrices::bfs::bfs-state-augmented
1106,pat_group::expression
1106,pat_topic::stack-topic::expression-eval
1106,pat_ds::string::stack-topic::expression-eval
1109,pat_topic::prefix-sum::difference-array
1109,pat_ds::array::prefix-sum::difference-array
1110,pat_ds::tree::dfs::dfs-tree-mutate
1114,pat_topic::concurrency::thread-ordering
1115,pat_topic::concurrency::thread-alternation
1117,pat_topic::concurrency::thread-barrier
1120,pat_ds::tree::dp::tree-dp
1123,pat_ds::tree::core::lca-dfs
1125,pat_topic::dp::bitmask-dp
1125,pat_ds::array::dp::bitmask-dp
1125,pat_group::subset-selection
1130,pat_topic::dp::interval-dp
1130,pat_ds::array::dp::interval-dp
1133,pat_ds::array::hash::freq-counter
1134,pat_topic::math::digit-number-construct
1135,pat_ds::graph::core::mst
1136,pat_ds::graph::core::topo-sort
1136,pat_topic::topo-sort::layered-waves
1136,pat_ds::graph::topo-sort::layered-waves
1137,pat_topic::dp::rolling-state-fixed-window
1139,pat_ds::matrices::dp::dp-2d-square
1143,pat_ds::string::core::edit-distance-dp
1143,pat_topic::dp::dp-2-strings
1143,pat_ds::string::dp::dp-2-strings
1143,pat_group::subsequence
1150,pat_ds::array::binary-search::bs-textbook
1153,pat_ds::string::hash::freq-counter
1161,pat_topic::bfs::bfs-level-order
1161,pat_ds::tree::bfs::bfs-level-order
1162,pat_topic::bfs::bfs-multi-source
1162,pat_ds::matrices::bfs::bfs-multi-source
1162,pat_ds::graph::core::bfs
1162,pat_group::shortest-path
1162,pat_group::shortest-path::bfs
1165,pat_ds::string::hash::freq-counter
1166,pat_ds::trie::core::trie-basic
1167,pat_ds::array::heap::top-k
1180,pat_topic::math::sum-formulas
1188,pat_ds::queue::core::queue-from-stacks
1192,pat_ds::graph::core::tarjan-bridges
1197,pat_ds::graph::bfs::bfs-shortest-unweighted
1198,pat_ds::matrices::hash::freq-counter
1202,pat_topic::union-find::uf-with-size
1202,pat_ds::string::union-find::uf-with-size
1206,pat_group::design
1206,pat_group::design::self-ordered-structure
1207,pat_ds::array::hash::freq-counter
1209,pat_topic::stack-topic::parens-rewrite
1209,pat_ds::string::stack-topic::parens-rewrite
1214,pat_ds::bst::core::inorder-bst
1214,pat_group::sum
1216,pat_ds::string::dp::dp-2-strings
1216,pat_group::palindrome
1218,pat_ds::array::hash::hash-chain-build
1218,pat_group::subsequence
1219,pat_ds::matrices::backtrack::word-search-dfs
1228,pat_topic::math::sum-formulas
1228,pat_topic::math::digit-number-construct
1229,pat_ds::array::two-pointers::tp-merge-walk
1229,pat_group::scheduling
1231,pat_topic::binary-search::bs-on-answer-compound
1231,pat_ds::array::binary-search::bs-on-answer-compound
1231,pat_group::partition
1231,pat_group::partition::subarray-binary-search
1235,pat_ds::array::greedy::greedy-end-sorted
1235,pat_group::scheduling
1235,pat_topic::dp::weighted-interval-schedule
1235,pat_ds::array::dp::weighted-interval-schedule
1236,pat_ds::graph::dfs::dfs-template
1239,pat_topic::bits::bitmask-enumerate
1239,pat_ds::string::bits::bitmask-enumerate
1239,pat_ds::array::backtrack::subset-combination
1239,pat_topic::backtrack::subset-combination
1239,pat_ds::array::dp::bitmask-dp
1239,pat_topic::dp::bitmask-dp
1239,pat_group::subset-selection
1242,pat_topic::concurrency::thread-pool-fanout
1244,pat_group::design
1244,pat_group::design::ordered-aggregate
1245,pat_ds::tree::core::post-order-depth
1245,pat_ds::tree::core::lp-tree
1245,pat_group::longest-path
1245,pat_group::longest-path::lp-tree
1248,pat_topic::sliding-window::sw-at-most-k
1248,pat_ds::array::sliding-window::sw-at-most-k
1248,pat_topic::prefix-sum::ps-hashmap
1248,pat_ds::array::prefix-sum::ps-hashmap
1249,pat_topic::stack-topic::parens-rewrite
1249,pat_ds::string::stack-topic::parens-rewrite
1249,pat_topic::stack-topic::bracket-match
1249,pat_ds::string::stack-topic::bracket-match
1249,pat_group::parenthesis
1249,pat_group::parenthesis::bracket-stack
1254,pat_ds::matrices::core::mat-grid-dfs-bfs
1255,pat_topic::dp::bitmask-dp
1255,pat_ds::string::dp::bitmask-dp
1255,pat_topic::bits::bitmask-enumerate
1255,pat_ds::string::bits::bitmask-enumerate
1255,pat_group::word-process
1255,pat_group::subset-selection
1259,pat_ds::array::dp::interval-dp
1265,pat_ds::linked-list::dfs::dfs-iterative-stack
1268,pat_topic::trie-topic::trie-autocomplete
1268,pat_ds::string::trie-topic::trie-autocomplete
1268,pat_group::word-process
1268,pat_topic::greedy::running-boundary
1268,pat_ds::string::greedy::running-boundary
1272,pat_ds::array::greedy::sort-and-sweep
1277,pat_ds::matrices::dp::dp-2d-square
1283,pat_ds::array::binary-search::bs-on-answer
1284,pat_ds::matrices::bfs::bfs-encoded-state
1291,pat_ds::array::bfs::bfs-encoded-state
1292,pat_topic::prefix-sum::ps-2d
1292,pat_ds::matrices::prefix-sum::ps-2d
1293,pat_ds::matrices::bfs::bfs-state-augmented
1295,pat_topic::math::sum-formulas
1295,pat_ds::array::math::sum-formulas
1312,pat_ds::string::core::expand-around-center
1312,pat_group::palindrome
1312,pat_group::subsequence
1314,pat_topic::prefix-sum::ps-2d
1314,pat_ds::matrices::prefix-sum::ps-2d
1318,pat_topic::bits::kernighan-popcount
1319,pat_topic::union-find::uf-with-size
1319,pat_ds::graph::union-find::uf-with-size
1330,pat_topic::math::contribution-sign-cases
1334,pat_ds::graph::core::floyd-warshall
1334,pat_group::shortest-path
1334,pat_group::shortest-path::floyd-warshall
1335,pat_group::scheduling
1335,pat_group::partition
1335,pat_group::partition::partition-dp
1335,pat_topic::dp::dp-linear-partition
1335,pat_ds::array::dp::dp-linear-partition
1337,pat_ds::matrices::heap::top-k
1338,pat_ds::array::sorting::bucket-sort-freq
1351,pat_ds::matrices::binary-search::bs-textbook
1352,pat_ds::queue::core::moving-average-stream
1353,pat_ds::array::heap::event-driven-scheduling
1356,pat_ds::array::sorting::sort-then-twoptr
1359,pat_topic::math::fast-power
1359,pat_ds::array::math::fast-power
1366,pat_ds::array::sorting::sort-then-twoptr
1368,pat_topic::bfs::bfs-zero-one
1368,pat_ds::graph::bfs::bfs-zero-one
1368,pat_ds::graph::core::zero-one-bfs
